title,average_rating,pagesNumber,RatingDist4,RatingDistTotal,PublishMonth,PublishDay,Publisher,CountsOfReview,PublishYear,Language,author,genres,description,rating,RatingDist2,RatingDist5,ISBN,RatingDist3
"New York Dreams (Virex Trilogy, #3)",1:01,336,4:17,total:41,1,8,Gollancz,1,2004,,Eric Brown,Self-Help,Sample Description 278,3.8,2:02,5:10,0575074949,3:11
Pyramids of Montauk: Explorations in Consciousness,1:04,256,4:30,total:81,1,1,Sky Books (NY),2,1995,eng,Peter Moon,History,Sample Description 279,3.89,2:04,5:27,0963188925,3:16
"All My Tomorrows (The Orphan Trains Trilogy, #2)",1:04,352,4:47,total:198,7,6,Multnomah,14,2003,,Al Lacy,Science,Sample Description 280,3.96,2:17,0.266666667,1590521307,3:46
The Brooklyn Follies,0.231944444,306,7.06875,total:22296,17,10,Picador,1161,2006,eng,Paul Auster,Fntasy,Sample Description 281,3.84,0.91875,3.860416667,0312426232,4.028472222
Moon Palace,0.328472222,320,5.73125,total:20000,1,4,Penguin Books,511,1990,eng,Paul Auster,Biography,Sample Description 282,3.94,0.840277778,4.64375,0140115854,2.970138889
A Tomb for Anatole: Poetry,1:03,202,4:38,total:139,17,6,New Directions,15,2005,,Stéphane Mallarmé,Self-Help,Sample Description 283,4.37,2:01,0.263888889,0811215938,3:17
The Invention of Solitude: A Memoir,0.157638889,192,3.083333333,total:10856,5,5,Penguin Books,12,1988,,Paul Auster,History,Sample Description 284,3.7800000000000002,0.584027778,2.063888889,0140106286,2.275
The Music of Chance,0.10625,217,3.018055556,total:9487,1,12,Penguin Books,36,1991,en-US,Paul Auster,Science,Sample Description 285,3.91,0.404861111,1.990972222,0140154078,1.693055556
Travels in the Scriptorium,0.363888889,145,1.861111111,total:8808,23,1,Henry Holt & Company,565,2007,eng,Paul Auster,Fntasy,Sample Description 286,3.23,1.119444444,0.907638889,0805081453,2.489583333
In the Country of Last Things,0.202083333,188,3.247222222,total:10960,2,5,Penguin Books,52,1988,,Paul Auster,Biography,Sample Description 287,3.87,0.528472222,2.366666667,0140097058,1.891666667
Leviathan,0.126388889,275,4.592361111,total:14561,1,9,Penguin Books,449,1993,eng,Paul Auster,Self-Help,Sample Description 288,3.96,0.502083333,3.124305556,0140178139,2.391666667
The Random House Book of 20th Century French Poetry,1:00,690,4:48,total:170,12,1,Vintage,11,1984,,Paul Auster,History,Sample Description 289,4.5600000000000005,2:00,0.284027778,0394717481,3:13
Paul Auster's New York - Promo: Mak.of Amer,1:00,97,4:21,total:66,14,9,Henry Holt & Company,2,1997,,Paul Auster,Science,Sample Description 290,3.89,2:04,5:21,080505667X,3:20
The Inner Life of Martin Frost,1:11,40,0.229861111,total:304,1,4,Purdue University Press,8,2006,,Paul Auster,Fntasy,Sample Description 291,3.33,2:44,5:38,9051705441,0.208333333
Disappearances,1:03,96,4:19,total:68,2,5,Harry N. Abrams,1,1989,,Paul Auster,Biography,Sample Description 292,3.4,2:10,5:12,0879513411,3:24
The Red Notebook: True Stories,1:40,104,1.182638889,total:3788,17,6,New Directions,121,2002,eng,Paul Auster,Self-Help,Sample Description 293,3.77,0.253472222,0.831944444,0811214982,0.918055556
Collected Poems,1:16,192,0.23125,total:260,5,1,Harry N. Abrams,3,2004,,Paul Auster,History,Sample Description 294,3.58,2:23,5:57,1585674044,0.174305556
Paul Auster and Postmodern Quest: On the Road to Nowhere,1:00,221,4:00,total:2,6,11,"Peter Lang Inc., International Academic Publishers",0,2002,,Chippy M.L. Den Irvine,Science,Sample Description 295,4,2:00,5:01,0820461679,3:01
Timbuktu / Leviathan / Moon Palace,1:00,1075,4:10,total:22,7,11,Actes Sud,1,2002,fre,Paul Auster,Fntasy,Sample Description 296,4.32,2:01,5:10,2742741461,3:01
An Art of Desire: Reading Paul Auster,1:00,245,4:01,total:5,1,1,Brill/Rodopi,0,1999,,Bernd Herzogenrath,Biography,Sample Description 297,4,2:00,5:02,9042004533,3:02
Paul Auster (Bloom's Modern Critical Views),1:00,254,4:06,total:11,18,9,Chelsea House Publications,0,2003,,Harold Bloom,Self-Help,Sample Description 298,3.8200000000000003,2:01,5:02,0791076628,3:02
"The Art of Hunger: Essays, Prefaces, Interviews, The Red Notebook",1:02,368,0.311805556,total:489,1,9,Penguin Books,11,1997,,Paul Auster,History,Sample Description 299,3.87,2:23,0.292361111,0140267506,0.218055556
World that is the Book: Paul Auster’s Fiction,1:00,200,4:04,total:10,1,11,Liverpool University Press,0,2001,,Aliki Varvogli,Science,Sample Description 300,3.6,2:00,5:01,0853236879,3:05
Beyond the Red Notebook,1:00,224,4:06,total:10,1,8,University of Pennsylvania Press,0,1995,,Dennis Barone,Fntasy,Sample Description 301,4,2:00,5:02,0812215567,3:02
Collapse: How Societies Choose to Fail or Succeed,0.75,608,4:23239,total:57246,27,12,Penguin Books Ltd. (London),2806,2005,eng,Jared Diamond,Biography,Sample Description 302,3.93,2.06875,5:17546,0143036556,3:12582
The Coming Economic Collapse: How You Can Thrive When Oil Costs $200 a Barrel,1:12,211,0.217361111,total:257,1,2,Business Plus,26,2006,en-US,Stephen Leeb,Self-Help,Sample Description 303,3.39,2:28,5:40,0446579785,0.197222222
Collapse of Complex Societies,1:12,262,0.386111111,total:821,29,3,Cambridge University Press,88,1990,eng,Joseph A. Tainter,History,Sample Description 304,4.16,2:25,0.445138889,052138673X,0.213194444
Bowling Alone: The Collapse and Revival of American Community,0.103472222,544,1.614583333,total:5202,7,8,Simon  Schuster,518,2001,eng,Robert D. Putnam,Science,Sample Description 305,3.8,0.311805556,1.10625,0743203046,1.101388889
The Collapse of Evolution,1:01,224,4:20,total:69,1,11,Baker Books,5,1997,,Scott M. Huse,Fntasy,Sample Description 306,4.1,2:04,5:31,0801057744,3:13
Collapse of Burning Buildings: A Guide to Fireground Safety,1:00,150,4:01,total:6,1,1,Fire Engineering Books,0,1988,,Vincent Dunn,Biography,Sample Description 307,4.83,2:00,5:05,0878149031,3:00
The Collapse of the Common Good: How America's Lawsuit Culture Undermines Our Freedom,1:02,272,4:18,total:65,29,1,Ballantine Books,4,2002,eng,Philip K. Howard,Self-Help,Sample Description 308,3.91,2:03,5:24,034543871X,3:18
"Armageddon Averted: The Soviet Collapse, 1970-2000",1:11,245,0.360416667,total:635,16,11,"Oxford University Press, USA",54,2003,,Stephen Kotkin,History,Sample Description 309,3.73,2:30,0.289583333,0195168941,0.2625
Reinventing the Enemy's Language: Contemporary Native Women's Writings of North America,1:03,576,0.235416667,total:298,17,9,W. W. Norton  Company,20,1998,eng,Joy Harjo,Science,Sample Description 310,4.39,2:04,0.321527778,0393318281,3:29
The Languages of Native North America,1:00,773,4:10,total:34,6,7,Cambridge University Press,6,2001,,Marianne Mithun,Fntasy,Sample Description 311,4.53,2:00,5:21,052129875X,3:03
Searching for Lost City: On the Trail of America's Native Languages,1:00,272,4:03,total:9,1,11,Lyons Press,1,2003,,Elizabeth Seay,Biography,Sample Description 312,3.89,2:01,5:03,1592281958,3:02
Indian Sign Language,1:00,128,4:17,total:44,1,6,Dover Publications,2,1969,,William Tomkins,Self-Help,Sample Description 313,3.95,2:05,5:15,048622029X,3:07
The Fantastic Inventions of Nikola Tesla,1:08,351,0.214583333,total:241,12,6,Adventures Unlimited Press,21,2014,,Nikola Tesla,History,Sample Description 314,4.05,2:15,0.282638889,0932813194,3:42
My Inventions,0.094444444,88,1.489583333,total:5295,17,5,"Filiquarian Publishing, LLC.",268,2006,eng,Nikola Tesla,Science,Sample Description 315,4.01,0.255555556,1.538194444,1599869942,0.924305556
Wizard: The Life and Times of Nikola Tesla: Biography of a Genius,1:57,542,1.073611111,total:3366,1,2,Citadel,340,2001,eng,Marc J.  Seifer,Fntasy,Sample Description 316,3.79,0.252083333,0.796527778,0806519606,0.759027778
"Colorado Springs Notes, 1899-1900",1:01,439,4:10,total:25,1,8,Angriff Press,1,2001,,Brotherhood of Life,Biography,Sample Description 317,3.96,2:02,5:09,0913022268,3:03
The Lost Journals of Nikola Tesla: HAARP - Chemtrails and the Secret of Alternative 4,1:03,155,4:13,total:44,2,12,Inner Light - Global Communications,3,2011,,Tim R. Swartz,Self-Help,Sample Description 318,3.91,2:03,5:18,1892062135,3:07
Nikola Tesla: A Spark of Genius,1:00,144,4:50,total:108,1,10,Lerner Publications,6,1994,eng,Carol Dommermuth-Costa,History,Sample Description 319,3.93,2:04,5:27,0822549204,3:27
Tesla Papers,1:02,100,4:35,total:110,1,12,Adventures Unlimited Press,2,2000,eng,Nikola Tesla,Science,Sample Description 320,4.13,2:05,5:49,0932813860,3:19
21st Century Mysteries: Nikola Tesla: Federal Documents and References (CD-ROM),1:00,23931,4:00,total:2,3,2,Progressive Management,0,2006,,U.S. Government,Fntasy,Sample Description 321,5,2:00,5:02,1422004848,3:00
Problem of Increasing Human Energy,1:05,112,0.220833333,total:265,1,4,Kessinger Publishing,13,1996,,Nikola Tesla,Biography,Sample Description 322,4.24,2:06,0.300694444,1564598446,3:43
The Tesla Rotating Magnetic Field,1:00,48,4:01,total:1,8,12,Kessinger Publishing,0,2005,,Thomas Commerford Martin,Self-Help,Sample Description 323,4,2:00,5:00,1425318738,3:00
Art Invention House,1:01,319,4:03,total:9,8,11,Rizzoli International Publications,0,2005,,Michael Webb,History,Sample Description 324,3.67,2:01,5:03,0847827356,3:01
How Invention Begins: Echoes of Old Voices in the Rise of New Machines,1:00,277,4:06,total:16,14,7,"Oxford University Press, USA",2,2006,,John H. Lienhard,Science,Sample Description 325,3.75,2:02,5:04,019530599X,3:04
The Invention of Peace: Reflections on War and International Order,1:04,128,4:35,total:101,8,2,Yale University Press,8,2001,,Michael Eliot Howard,Fntasy,Sample Description 326,3.69,2:07,5:25,0300088663,3:30
Amazing Leonardo da Vinci Inventions: You Can Build Yourself,1:03,128,4:39,total:99,1,1,Nomad Press,14,2006,,Maxine Anderson,Biography,Sample Description 327,3.86,2:02,5:27,0974934429,3:28
The Invention of Love,1:31,112,0.629861111,total:1734,10,8,Grove Press,100,1998,,Tom Stoppard,Self-Help,Sample Description 328,4.02,0.136805556,0.638194444,0802135811,0.361111111
Sliding Into Home,1:02,224,4:30,total:89,1,4,Peachtree Publishers,16,2005,,Dori Hillestad Butler,History,Sample Description 329,3.89,2:05,5:29,1561453412,3:23
Boys of Summer,1:25,249,0.264583333,total:510,27,6,Harlequin Blaze,12,2006,eng,Julie Elizabeth Leto,Science,Sample Description 330,3.77,2:37,0.325694444,0373792689,0.220833333
"When Johnny Came Sliding Home: The Post-Civil War Baseball Boom, 1865-1870",1:00,313,4:03,total:8,1,6,McFarland & Company,0,2006,,William J. Ryczek,Fntasy,Sample Description 331,4.62,2:00,5:05,0786427574,3:00
Programming Ruby: The Pragmatic Programmers' Guide,1:23,828,0.722916667,total:1938,11,10,Pragmatic Bookshelf,49,2004,en-US,Dave Thomas,Biography,Sample Description 332,4.03,0.1375,0.665972222,0974514055,0.386805556
Programming Ruby: The Pragmatic Programmer's Guide,1:23,564,0.722916667,total:1938,17,10,Addison-Wesley Professional,0,2000,,Dave Thomas,Self-Help,Sample Description 333,4.03,0.1375,0.665972222,0201710897,0.386805556
Best of Ruby Quiz Volume One,1:01,298,4:08,total:25,1,3,Pragmatic Bookshelf,0,2006,,James Edward Gray II,History,Sample Description 334,3.4,2:02,5:03,0976694077,3:11
From Java to Ruby,1:00,160,4:06,total:29,28,6,Pragmatic Bookshelf,3,2006,,Bruce A. Tate,Science,Sample Description 335,3.14,2:06,5:02,0976694093,3:15
Rails Recipes,1:04,332,0.240972222,total:318,1,6,Pragmatic Bookshelf,5,2006,,Chad Fowler,Fntasy,Sample Description 336,3.55,2:29,5:53,0977616606,0.211805556
Learn to Program,1:05,149,0.315277778,total:532,23,1,Pragmatic Bookshelf,46,2006,,Chris  Pine,Biography,Sample Description 337,4.13,2:19,0.352083333,0976694042,0.185416667
"No Fluff, Just Stuff Anthology",1:00,256,4:05,total:26,20,6,Pragmatic Bookshelf,1,2006,,Neal Ford,Self-Help,Sample Description 338,3.38,2:03,5:04,0977616665,3:14
English-Cayuga/Cayuga-English Dictionary,1:00,750,4:00,total:0,28,12,University of Toronto Press,1,2002,,Frances Froman,History,Sample Description 339,0,2:00,5:00,080203618X,3:00
Golding's Lord of the Flies (Cliffs Notes),1:03,112,4:30,total:102,13,6,Cliffs Notes,8,2000,eng,Maureen Kelly,Science,Sample Description 340,3.94,2:08,5:40,0764585975,3:21
Lord of the Flies,1:116319,6,4:729026,total:2162549,11,10,Listening Library (Audio),97,2005,eng,William Golding,Fntasy,Sample Description 341,3.68,2:197639,5:586981,0307281701,3:532584
Lord of the Flies (SparkNotes Literature Guides),1:03,72,4:14,total:45,10,1,SparkNotes,1,2002,,SparkNotes,Biography,Sample Description 342,3.76,2:04,5:15,1586633554,3:09
A War Like No Other: How the Athenians & Spartans Fought the Peloponnesian War,1:17,397,0.729861111,total:2009,12,9,Random House,101,2006,eng,Victor Davis Hanson,Self-Help,Sample Description 343,4.11,0.130555556,0.738194444,0812969707,0.368055556
Jack: A Life Like No Other,1:03,480,0.229861111,total:213,6,11,Random House,19,2001,,Geoffrey Perret,History,Sample Description 344,3.85,2:12,5:54,0375503633,3:53
We Were Not Like Other People,1:00,216,4:06,total:14,1,1,HarperCollins Publishers,0,1989,eng,Ephraim Sevela,Science,Sample Description 345,4.14,2:00,5:05,0060255080,3:03
The Lovely Bones,1:69395,327,4:682502,total:1942369,1,9,Random House,361,2006,eng,Alice Sebold,Fntasy,Sample Description 346,3.81,2:145577,5:586072,,3:458823
"Lovely in Her Bones (Elizabeth MacPherson, #2)",1:10,224,0.588888889,total:1529,13,5,Ballantine Books,43,1990,eng,Sharyn McCrumb,Biography,Sample Description 347,3.8,0.140972222,0.459722222,0345360354,0.448611111
USB Mass Storage: Designing and Programming Devices and Embedded Hosts,1:00,287,4:01,total:6,1,9,Lakeview Research,1,2006,,Jan Axelson,Self-Help,Sample Description 348,3.67,2:01,5:02,1931448043,3:02
Storage Network Performance Analysis,1:00,432,4:06,total:15,9,5,Wiley,0,2003,,Huseyin Simitci,History,Sample Description 349,3.93,2:00,5:04,076451685X,3:05
Complete Home Storge,1:01,192,4:02,total:10,1,5,Oxmoor House,0,2003,,Barbara Braasch,Science,Sample Description 350,3.1,2:01,5:01,0376017708,3:05
Taunton's Home Storage Idea Book,1:00,186,4:08,total:22,1,11,Taunton Press,1,2003,,Joanne Kellar Bouknight,Fntasy,Sample Description 351,3.68,2:03,5:05,1561586765,3:06
Storage Area Network Essentials: A Complete Guide to Understanding and Implementing Sans,1:00,384,4:09,total:16,6,11,Wiley,2,2001,,Richard    Barker,Biography,Sample Description 352,4.06,2:00,5:04,0471034452,3:03
Country Living Stylish Storage: Simple Ways to Contain Your Clutter,1:00,144,4:00,total:1,1,8,Hearst Books,0,2002,,Paige Gilchrist,Self-Help,Sample Description 353,3,2:00,5:00,1588162257,3:01
Simple Handmade Storage: 23 Step-By-Step Weekend Projects,1:01,128,4:00,total:7,9,6,Laurel Glen Publishing,1,2004,,Philip Haxell,History,Sample Description 354,3.29,2:00,5:02,1592231500,3:04
Storage (Chic Simple) (Chic Simple Components),1:00,103,4:02,total:6,29,11,Knopf,0,1994,,Jennifer Lisle,Science,Sample Description 355,2.83,2:03,5:00,0679432221,3:01
"The Modern Gentleman: A Guide to Essential Manners, Savvy and Vice",1:13,341,0.255555556,total:377,27,8,Ten Speed Press,39,2002,,Phineas Mollod,Fntasy,Sample Description 356,3.81,2:30,0.288888889,1580084303,0.1875
The Chap Manifesto: Revolutionary Etiquette for the Modern Gentleman,1:00,144,4:26,total:87,1,10,HarperCollins UK,3,2001,,Gustav Temple,Biography,Sample Description 357,3.9,2:08,5:30,1841156574,3:23
The Compleat Gentleman: The Modern Man's Guide to Chivalry,1:09,256,4:55,total:186,1,5,Spence Publishing Company,20,2004,,Brad Miner,Self-Help,Sample Description 358,3.56,2:23,5:45,189062652X,3:54
The Last Gentleman (Modern Library),1:43,442,0.790972222,total:2182,12,1,Modern Library,4,1998,,Walker Percy,History,Sample Description 359,3.87,0.169444444,0.63125,0679602720,0.477083333
The Word of a Gentleman: Meditations for Modern Man,1:00,208,4:00,total:1,1,12,Zondervan Publishing Company,0,1983,,Richard C. Halverson,Science,Sample Description 360,3,2:00,5:00,0310258111,3:01
CSS Mastery: Advanced Web Standards Solutions,1:11,255,0.452083333,total:1118,1,2,Friends of ED,38,2006,,Andy Budd,Fntasy,Sample Description 361,4.1,2:49,0.515972222,1590596145,0.266666667
Head First HTML with CSS & XHTML,1:21,702,0.489583333,total:1312,1,12,O'Reilly Media,132,2005,,Elisabeth Robson,Biography,Sample Description 362,4.16,2:53,0.607638889,059610197X,0.2625
The Zen of CSS Design: Visual Enlightenment for the Web,1:11,296,0.370833333,total:848,17,2,Peachpit Press,28,2005,en-US,Dave Shea,Self-Help,Sample Description 363,3.98,2:31,0.413194444,0321303474,0.275694444
Stylin' with CSS: A Designer's Guide,1:02,288,0.215277778,total:174,6,5,New Riders Publishing,8,2005,,Charles Wyke-Smith,History,Sample Description 364,3.75,2:18,5:41,0321305256,3:43
CSS Pocket Reference,1:01,128,0.263194444,total:427,6,8,O'Reilly Media,10,2004,,Eric A. Meyer,Science,Sample Description 365,3.9699999999999998,2:25,0.313194444,0596007779,0.202083333
The CSS Anthology,1:02,376,0.231944444,total:231,8,11,SitePoint,4,2004,,Rachel Andrew,Fntasy,Sample Description 366,3.87,2:11,0.250694444,0957921888,0.16875
HTML Utopia,1:03,520,4:10,total:49,21,4,SitePoint,6,2006,,Rachel Andrew,Biography,Sample Description 367,3.29,2:06,5:08,0975240277,3:22
"HTML, XHTML, and CSS (Visual Quickstart Guide)",1:20,456,0.294444444,total:583,1,8,Peachpit Press,42,2006,en-US,Elizabeth Castro,Self-Help,Sample Description 368,3.79,2:45,0.334722222,0321430840,0.230555556
Eric Meyer on CSS: Mastering the Language of Web Design with Cascading Style Sheets,1:02,352,0.257638889,total:302,28,6,New Riders Publishing,11,2002,,Eric A. Meyer,History,Sample Description 369,4.13,2:09,0.286111111,073571245X,3:48
"1,000 Places to See in the U.S.A.  Canada Before You Die",1:35,1183,0.738194444,total:2430,7,6,Workman Publishing Company,17,2007,,Patricia Schultz,Science,Sample Description 370,4.05,0.159722222,0.869444444,0761136916,0.479166667
1000 Record Covers,1:04,575,0.265277778,total:413,15,5,Taschen,32,2005,mul,Michael Ochs,Fntasy,Sample Description 371,3.84,2:27,0.291666667,3822840858,0.208333333
Paul Huf: record covers,1:00,120,4:00,total:0,1,6,Groninger Museum,0,1999,,Hornbuckle,Biography,Sample Description 372,0,2:00,5:00,9080482110,3:00
100 Albums That Changed Music: And 500 Songs You Need to Hear,1:00,319,4:11,total:32,1,8,Booksales,0,2006,,Sean Egan,Self-Help,Sample Description 373,3.5300000000000002,2:04,5:05,0785821341,3:12
1000 Families,1:01,576,4:06,total:17,1,12,Taschen,2,2002,,Uwe Ommer,History,Sample Description 374,4.06,2:02,5:08,3822822647,3:00
The Art of Rock: Posters from Presley to Punk,1:01,348,4:25,total:98,1,3,Abbeville Press,7,1999,,Paul Grushkin,Science,Sample Description 375,4.49,2:01,0.251388889,0789206110,3:09
Art of Modern Rock: The Poster Explosion,1:54,492,0.377083333,total:1292,4,11,Chronicle Books,25,2004,,Paul Grushkin,Fntasy,Sample Description 376,4.12,0.129166667,0.665277778,081184529X,0.271527778
Ambiguous Images: Gender and Rock Art,1:00,256,4:07,total:12,11,11,Altamira Press,0,2003,,Kelley Hays-Gilpin,Biography,Sample Description 377,3.83,2:01,5:02,0759100659,3:02
Roadside Guide to Indian Ruins & Rock Art of the Southwest,1:00,240,4:05,total:8,1,1,Westcliffe Publishers,0,2005,,Gordon Sullivan,Self-Help,Sample Description 378,4.12,2:00,5:02,1565794818,3:01
A Field Guide to Rock Art Symbols of the Greater Southwest,1:01,256,4:29,total:55,1,5,Johnson Books,5,1992,,Alex Patterson,History,Sample Description 379,4.18,2:00,5:19,1555660916,3:06
Guide to Rock Art of the Utah Region: Sites with Public Access,1:01,245,4:04,total:12,31,12,Ancient City Press,1,2000,,Dennis Slifer,Science,Sample Description 380,4,2:00,5:05,158096009X,3:02
The Rock Art of Texas Indians,1:00,253,4:03,total:10,1,1,University of Texas Press,0,1996,,William W. Newcomb,Fntasy,Sample Description 381,4.1,2:00,5:04,0292743262,3:03
The Archaeology of Rock-Art,1:00,392,4:05,total:13,21,1,Cambridge University Press,0,1999,,Christopher Chippindale,Biography,Sample Description 382,4.31,2:00,5:06,0521576199,3:02
African Rock Art: Paintings and Engravings on Stone,1:01,256,4:00,total:7,4,6,ABRAMS,1,2001,,David Coulson,Self-Help,Sample Description 383,4.14,2:00,5:05,0810943638,3:01
Flash to the Core: An Interactive Sketchbook by Joshua Davis,1:00,352,4:12,total:29,24,7,New Riders Publishing,3,2002,,Joshua Davis,History,Sample Description 384,4.1,2:02,5:11,0735712883,3:04
Killing Yourself to Live: 85% of a True Story,0.607638889,245,4:10530,total:27220,13,6,Scribner,1116,2006,eng,Chuck Klosterman,Science,Sample Description 385,3.81,1.359722222,5.401388889,0743264460,4.679861111
"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",1.586805556,272,4:23490,total:63910,2,7,Scribner,3343,2004,eng,Chuck Klosterman,Fntasy,Sample Description 386,3.74,3.822222222,5:16659,0743236017,3:16152
"Sex, Drugs and DNA: Science's Taboos Confronted",1:03,360,4:50,total:136,4,4,Palgrave Macmillan,13,2006,,Michael Stebbins,Biography,Sample Description 387,3.68,2:13,5:31,1403993424,3:39
"Sex, Drugs & Economics: An Unconventional Introduction to Economics",1:02,263,4:45,total:115,8,3,Texere Publishing,5,2004,,Diane Coyle,Self-Help,Sample Description 388,3.6,2:08,5:18,1587991829,3:42
"Sex, Drugs, Rock and Roll",1:03,136,0.240972222,total:299,1,9,Theatre Communications Group,10,2008,,Eric Bogosian,History,Sample Description 389,3.81,2:25,0.265972222,1559361247,0.18125
"Sex, Drugs, Gambling, and Chocolate: A Workbook for Overcoming Addictions",1:00,240,4:13,total:30,1,8,Impact,3,2003,,A. Thomas Horvath,Science,Sample Description 390,3.9,2:04,5:09,1886230552,3:04
"Life and Def: Sex, Drugs, Money, + God",1:11,288,0.259027778,total:391,24,9,Three Rivers Press,21,2002,,Russell Simmons,Fntasy,Sample Description 391,3.8,2:37,0.291666667,0609807153,0.1875
The Vice Guide to Sex and Drugs and Rock and Roll,1:08,362,0.304861111,total:580,1,9,Grand Central Publishing,37,2003,,Suroosh Alvi,Biography,Sample Description 392,4.06,2:30,0.36875,0446692816,0.202777778
Corporate Vices: What's Gone Wrong with Business?,1:01,148,4:00,total:4,30,12,Capstone,0,2002,,Charles Cohen,Self-Help,Sample Description 393,2.25,2:01,5:00,1841124354,3:02
Grand Theft Auto: Vice City Official Strategy Guide for PC,1:02,192,4:13,total:54,19,5,BradyGames,0,2003,,Tim Bogenn,History,Sample Description 394,4.07,2:03,5:26,0744002613,3:10
Grand Theft Auto: Vice City Stories Official Strategy Guide,1:00,240,4:02,total:16,30,10,BradyGames,0,2006,,Brady Games,Science,Sample Description 395,4.5,2:00,5:11,0744008433,3:03
The Faking of the Vice-President: A Guide to Becoming a Superfluous Leader,1:00,96,4:00,total:0,14,5,Perigee,0,1992,,Rich Mintzer,Fntasy,Sample Description 396,0,2:00,5:00,0399517294,3:00
Vice & Virtue in Everyday Life: Introductory Readings in Ethics,1:05,594,4:36,total:103,1,3,Wadsworth Publishing Company,5,2006,,Christina Hoff Sommers,Biography,Sample Description 397,3.74,2:08,5:29,0495130060,3:25
Vice Cream: Over 70 Sinfully Delicious Dairy-Free Delights,1:02,112,4:43,total:100,24,2,Celestial Arts,10,2004,,Jeff Rogers,Self-Help,Sample Description 398,3.8200000000000003,2:09,5:26,1587611996,3:20
Vice DOs & DON'Ts: 10 Years of Vice Magazine's Street Fashion Critiques,1:18,261,0.292361111,total:631,1,9,Warner Books (NY),65,2004,,Suroosh Alvi,History,Sample Description 399,4.17,2:29,0.423611111,0446692824,0.189583333
"Vice (V, #8)",1:24,419,0.293055556,total:548,2,5,Bantam,19,1996,eng,Jane Feather,Science,Sample Description 400,3.51,0.126388889,0.280555556,0553572490,0.247222222
"Small Vices (Spenser, #24)",1:17,384,1.675694444,total:4860,1,3,G.P. Putnam's Sons,189,1998,,Robert B. Parker,Fntasy,Sample Description 401,4.01,0.149305556,1.204861111,0425162486,0.916666667
The Automatic Millionaire: A Powerful One-Step Plan to Live and Finish Rich,0.246527778,272,3.556944444,total:14815,27,12,Crown Business,641,2005,,David Bach,Biography,Sample Description 402,3.93,0.685416667,3.822916667,0767923820,2.601388889
The Automatic Millionaire Homeowner: A Powerful Plan to Finish Rich in Real Estate,1:41,272,0.441666667,total:1470,7,3,Crown Business,91,2006,,David Bach,Self-Help,Sample Description 403,3.84,0.169444444,0.573611111,0767921208,0.390972222
The Automatic Millionaire Workbook: A Personalized Plan to Live and Finish Rich. . . Automatically,1:03,200,4:34,total:102,4,1,Crown Business,6,2005,,David Bach,History,Sample Description 404,3.73,2:12,5:29,0767919483,3:24
The Automatic Millionaire Workbook,1:03,240,4:34,total:102,25,1,Doubleday Canada,0,2005,,David Bach,Science,Sample Description 405,3.73,2:12,5:29,0385661339,3:24
"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",5.625,540,4:59866,total:187150,25,4,HarperTorch,6515,2006,eng,Robert M. Pirsig,Fntasy,Sample Description 406,3.77,2:17239,5:58822,0060589469,3:43183
The Mouse and the Motorcycle,0.838888889,160,4:25241,total:74577,1,5,HarperCollins Publishers,1,2006,,Beverly Cleary,Biography,Sample Description 407,3.93,2.664583333,5:25212,0060588330,3:19259
The Essential Guide to Motorcycle Maintenance,1:00,256,4:49,total:134,30,1,Whitehorse Press,4,2004,,Mark Zimmerman,Self-Help,Sample Description 408,3.94,2:09,5:43,1884313418,3:33
The Complete Idiot's Guide to Motorcycles,1:02,448,4:46,total:123,4,1,Alpha,3,2005,,Darwin Holmstrom,History,Sample Description 409,3.7,2:06,5:25,1592573037,3:44
Motorcycle Owner's Manual,1:00,112,4:20,total:52,26,5,DK,2,1997,,Hugo  Wilson,Science,Sample Description 410,3.77,2:04,5:12,0789416158,3:16
How to Paint Your Motorcycle,1:00,128,4:00,total:4,10,11,Motorbooks,0,2005,,JoAnn Bortles,Fntasy,Sample Description 411,4,2:00,5:02,0760320780,3:02
How to Restore Your Motorcycle,1:00,224,4:05,total:29,25,9,Motorbooks International,2,2000,,Mark Zimmerman,Biography,Sample Description 412,3.66,2:04,5:09,0760306818,3:11
Once Upon a Cool Motorcycle Dude,1:38,32,0.576388889,total:1813,1,4,Walker & Company,275,2005,eng,Kevin O'Malley,Self-Help,Sample Description 413,4.08,0.15625,0.746527778,0802789471,0.336805556
"Life is a Road, the Soul is a Motorcycle",1:00,212,4:07,total:19,5,3,iUniverse,3,2003,,Daniel B. Meyer,History,Sample Description 414,3.63,2:03,5:04,0595269907,3:05
Motorcycle Touring: Everything You Need to Know,1:02,160,4:08,total:26,5,9,Motorbooks,2,2005,,Gregory W. Frazier,Science,Sample Description 415,3.5,2:01,5:05,0760320357,3:10
Guidebook to Zen and the Art of Motorcycle Maintenance,1:05,408,0.231944444,total:293,19,11,William Morrow Paperbacks,11,1990,en-GB,Ronald L. DiSanto,Fntasy,Sample Description 416,3.7199999999999998,2:32,0.263194444,0688060692,0.182638889
Motorcycle Basics Techbook,1:03,222,4:17,total:41,5,7,"Haynes Manuals N. America, Inc.",2,2002,eng,John Harold Haynes,Biography,Sample Description 417,3.88,2:01,5:13,185960515X,3:07
